;label;text
2355;1;Yesterday someone brought up how people with high GPAs get criticized because others cannot apply for scholarships, or for various other reasons. But the point was that it is okay to have a low GPA, do not feel discouraged. And for those with high GPA, they should be responsible for their knowledge. It would be embarrassing if during a job interview your GPA is high but during the test, you know nothing. Then someone asked to reveal their lowest grade and got called out for flexing. What do people actually want? Everything is wrong in your eyes.
2356;0;Any information on male/mixed boarding houses around Kemanggisan? It is 13 days before college starts and I still have not found a place to stay.
2357;0;Hello. Regarding your connection complaint, please try the following steps first: Ensure the patch cord (black or yellow cable with blue ends) is properly connected. Wait until the Power, PON/LINK, Internet, and Wi-Fi lights on the modem are on. Then try to connect: Using LAN cable: Make sure the cable is properly plugged into LAN port 3 on the modem. Using Wi-Fi: If the Wi-Fi light is off, press the Wi-Fi button until it lights up. If the issue persists, please contact us again so we can follow up. – Fa***l
2358;0;We have entered an era where ChatGPT is more useful than groupmates who often disappear, are hard to contact, and only want their name listed in the group.
2359;2;That girl in the library already has a boyfriend but hangs out with six guys, and she is the only girl among them. She is even lying close together with those guys. That girl is really bold and chill about it. I wonder what her boyfriend thinks about this.
2360;1;COMPTECH makes my head feel like it is burning.
2361;1;Please, food technology students, do not leave people hanging.
2362;0;Feeling hungry at night.
2363;0;Seniors who are about to graduate or anyone who knows, I would like to ask. I once read that you can graduate from undergraduate studies without writing a thesis if you publish a journal. Is that applicable at Binus? And aside from publishing a journal, what's the other way? Thank you.
2364;1;what requirements are there for binus graduation?
2365;2;Oh my gosh, a guy just invited me to Bandung, just the two of us, and even wants to stay overnight.
2366;1;I feel like crying. I am already this age and I still cannot make friends.
2367;1;"This morning I took my girlfriend out. She was the one who wanted to go, so I agreed. But when we got to her house, she said, ""Is this your motorcycle? Why does it sound weird? Like a car, and ugly."" That really hurt, honestly."
2368;2;Why does it take so long to open Binusmaya, and why do we have to fill in the lecturer questionnaire first? I just want to submit an assignment, but I have to wait for Binusmaya to finish loading.
2369;2;Boom, the questions are so different from what was taught in class. This is unbelievable.
2370;1;Hello. I want to ask, how do I distance myself from an ex who keeps chasing after me, but in a polite way that does not hurt them? Any advice, everyone?
2371;0;Is cuddling forbidden?
2372;1;Because of internship issues, everything is a mess. My Computer Vision final assignment, which is due tomorrow afternoon, is not done. I have not even touched the Binus exam after the onsite OS test. I am scared to look ahead. Life feels directionless. Help.
2373;0;Sometimes I feel ashamed of myself. I am already in semester 5 and still do not have many friends. I see others enjoying time with their friends and joining different activities. Meanwhile, I am here always scared to form a group because I always end up being the outcast. I just want to give some advice: do not be afraid to talk to people, meet new people, and join activities or organizations, because the feeling of regret hurts.
2374;0;Is the intern salary the same for all positions, or does it vary?
2375;1;Here we go again, this person is acting up. It is fine to be ambitious, but do not step on other groups. Just because you are older than all of us does not mean you can do whatever you want.
2376;2;Smiling face
2377;0;I have been sentenced as a defendant, for stealing your heart. And the punishment is to love you for the rest of my life.
2378;0;Guys, during which semester does the internship usually happen? And if the company is in a different city, is that allowed?
2379;1;Is having a job, earning money, and not being a burden to your parents something to be proud of to the point where you look down on those who are still unemployed and dependent on their parents?
2381;2;Why have I still not gotten an internship? This is so frustrating.
2382;2;I want to ask my crush out to a place, and honestly I am extremely nervous while waiting for her answer. Sometimes I am afraid I will come across as too aggressive and make her lose interest. But she once said she is totally fine with girls making the first move. Ah, I am so confused and nervous.
2383;0;First day of internship. How do I fill out the logbook? Is there a template?
2384;0;Serious question: if the lab group has already been registered, can I request to work solo again to the assistant? Because the others always go silent when asked questions.
2385;1;I thought it was you calling, but it turned out to be the delivery guy.
2386;0;That was it? Only four questions? It was so easy. I just guessed and finished in less than an hour. I do not get why others are struggling. Just write something on the paper and leave. Whether it is correct or not can be dealt with later. Whatever.
2387;0;Guys, I want to ask, until when will the internship jobs on the enrichment portal of the Binus app be available?
2388;0;Finally, the tears that have not come out for months have finally fallen. Stay strong, friends who are still not lucky enough to get an internship. Maybe it is just not the right time yet. God bless!
2389;0;Do you all remember that we had a friend named Risya who is handsome?
2390;1;New year, same depression, same anxiety, same problems, same pressure—or maybe all of it is even worse than last year.
2392;2;Dear God, looking for ComServ hours feels like searching for a needle in a haystack. Or am I just being stupid?
2393;1;Any info about someone offering to take the CompNet class for others? Just kidding.
2394;2;My butt really hurts from the chairs at Alsut.
2395;2;Is your mental health okay? You have already been caught by SOD but still want to lie. Truly impressive. Stay strong!
2396;0;Does BCA Alsut close early on Fridays?
2397;1;Just live life according to the flow, you know! I do not want to overthink anymore!
2399;0;I was not the one who made that post about sex. I am a different 24-year-old guy haha. (I am the one who posted about the album recommendations.)
2400;1;Deep down I know we are not meant to be together, but I already like him so much. What should I do? I cannot just stop liking him.
2401;1;It smells like a breakup is coming because of graduation. Well, maybe it is because they are no longer needed to supply exam and assignment answers, oops.
2402;0;Does Discrete Math have a final project?
2403;0;Guys who are six feet tall, please leave a comment, darling.
2404;2;Oh my goodness, I opened up about deep personal matters to a very close friend and it turns out they told others about my problems. The person I least expected and trusted... I ended up crying so hard.
2405;2;Please help boost this. Does anyone have info on private or semi-private tutoring for computer science courses? If there is, please share the info.
2406;0;The type of girl I like wears glasses, has a ponytail or short hair, is out of touch with trends, quiet, likes to be alone, does not have many friends, shy, a bookworm, not social, and is often avoided by others. My friends say I am weird—am I really?
2407;2;Why does today feel like a double kill? Why?
2408;0;Please give some tips for freshmen majoring in Information Systems. Thank you!
2410;2;He is intelligent and everything, but too self-centered. Although he does not treat me that way, and he is not someone who flatters with sweet words so he remains logical—which I appreciate because he knows I dislike sweet talkers. However, the way he treats other people… I cannot stand him.
2411;1;Does anyone know a good source for learning algorithms? I find the materials from the university itself are not sufficient to solve the daily quiz questions.
2412;1;If you spend your time chasing butterflies, they will fly away. If you spend your time creating a beautiful garden, the butterflies will come to you. And if they do not come, you still have that beautiful garden.
2413;1;I spent six hours in front of my laptop working on Entrepreneurship coursework, and when I finished, my back hurt from sitting for too long.
2414;0;A great coachman with a weak horse cannot show his talent. A weak coachman with a great horse will waste it. – Constantine King
2415;0;What is the difference between an AoL exam and a regular exam?
2416;1;Seven out of eight, yay. But why are there so many subjects this semester? I remember the previous posts on the curriculum page showed only about five or six courses on average.
2417;2;This week, the Learning Support Center has been extremely crowded with students who are not eligible for their final exams due to excessive absences—including myself.
2418;0;Today is graduation day for many people. I hope I can graduate on time next year as well, amen.
2419;0;Wow, I am so happy my GPA is 4.5. I can finally get some sleep.
2420;2;Those who have already cried on the first day of 2023, raise your hand so I do not feel too pathetic.
2421;2;Until when can we file a grade complaint? Do we need evidence to prove that it was not our fault to avoid a deduction of 20 points? (Like a chat with the lecturer?) What is the procedure for filing a grade complaint?
2423;1;My life feels as dry as the world itself, barren and without love.
2424;1;Please, Binus, just remove the survey. It really gets in the way when trying to open other things, and when I try to fill it out, it is slow.
2425;0;Serious question: is scholarship mentoring only short-term? Like just for one semester? I saw on LinkedIn that many Binus students had it that way. Also, is it possible to get the scholarship in semester 3 or 4?
2426;1;I wonder if the rector of Sunib even uses the curriculum portal. It feels like there have been so many complaints, but nothing is being addressed.
2427;0;Finally, the curriculum portal can be accessed on desktop again.
2428;1;Is a four-year age gap considered significant?
2429;0;For a long time, Nala has felt difficult to like…
2430;0;Have you ever felt like you are likeable, but not loveable?
2431;0;I want to meet Sunibgaming in real life.
2432;0;What subjects do Information Systems students get? Is there mathematics and coding? Or is it more focused on UI/UX?
2433;1;Why is it that when you join a circle of friends, you are expected to greet each other, wait for each other, and say goodbye before going home?
2434;1;Do girls really like to provoke on purpose? For example, when talking one-on-one, why do they sometimes mention another guy?
2435;1;I was really happy to have a Zoom call with you. Even though I was very tired doing your assignment while you just stayed silent.
2437;0;After Sunda Empire, now comes Angling Dharma. When else would you see a king's coronation based on a dream? That already beats fairy Mimi.
2438;2;To those who like to press dislike, you are so annoying. People are just sharing their feelings and there is no reason to dislike it, yet someone still does. I hope those who randomly dislike everything always have terrible internet.
2439;2;If the midterms are already like this online, what more will the final exams be like onsite?
2440;1;It is so exhausting to have a hobby of missing people.
2441;1;I am at a stage where I need someone to talk to, but at the same time I want to be alone.
2442;0;If you want to make a university ranking, please interview students honestly, and then see where Binus ranks.
2443;1;I cannot be alone.. but when we are together, I suffer.. The truth is, we are not fine at all.. (very relatable)
2444;1;Is there anyone who plays Point Blank? Let’s play together, I am bored of playing alone. Please write your nickname in the comments.
2445;1;I do not even dare to touch it, but you forced me to admit I tried that drug. You are ridiculous.
2446;0;You are truly mature if you do not see a person’s physical appearance as the foundation of your love and affection.
2447;2;Wow, the Sunib exam website was extremely slow one minute before the deadline, I almost did not get to submit.
2449;0;Hello, you who study Business Law, a greeting of longing from me, a Psychology student.
2450;2;Forget fake friends.
2451;0;Let’s go to Gran Melia bar for New Year’s Eve.
2452;0;Can anyone give a testimony for those in Information Systems, semester 4, who chose the ERP specialization?
2453;2;Finally the final exam for this difficult subject is ongoing. I managed to find the answers for two questions in three hours, but they are still messy.
2454;0;Check-in, how many of your final exams have you completed? Sender: 5 out of 6!
2455;1;I finally speedran my casebook and it is done. The casebook battle for semester 1 is over.
2456;2;I want to express my feelings, but I am afraid they will distance themselves and we will no longer be friends.
2457;1;What is going on? They said internship acceptance info would be given within two weeks, but it has been three weeks and there is still no update at all. If we are not accepted, they should update the intern app so we can apply to other companies. Can we file a complaint about this?
2458;0;How do you approach a girl from Binus?
2459;2;When we are in a relationship with certain people, we often reflect their attitude back to them. Today I tried that with my family, and coincidentally I was in a very bad mood. They got angry. I mean, I love my family, but sometimes they need to be aware of how they appear in the eyes of others.
2460;1;I'm afraid that you will end up hating me too.
2461;1;Is it really normal for someone who is already in a relationship to still be confused over their ex? My boyfriend's ex does that, and honestly at first I was upset, but over time I started to feel sorry for her. Like, stop. You already have a partner, and so does your ex.
2462;1;I do not really like friendships in college. Everyone tends to form cliques. I feel bad for people who are not considered fun because they end up alone. Sometimes I overthink, like, “Is it because I am not fun that I do not have a circle?” When I feel anxious during class, I usually go to the toilet to be alone for a while.
2463;1;I wanted to fill out the parent’s permit, but I could not submit it because it said the name must be in alphabet characters. I already entered it in alphabet. Has anyone else experienced this?
2464;2;Honestly, one of the anonymous posts about racism in Malang was right. This morning I got into a fight because someone yelled a slur at me based on my religion and accused me of being LGBT. I am not even from here, and it escalated to the point where I was bleeding, and my parents had to come outside. This city is so racist. My father is now going to discuss the matter with the local community leader. It is insane. I was already late for campus, and to make it worse, the community leader defended the person who yelled at me like it was no big deal. Seriously, I would rather go back to my hometown. This is too much.
2465;0;My friend has high hopes every time it is their birthday.
2466;2;At first, we took a group photo together. Then they asked me to take the photo for them. Turns out the one they uploaded did not include me. Wow, seriously?
2467;2;I am already overwhelmed with relationship problems, and now I am also dealing with family issues, financial problems, and college. Too many problems at once.
2468;0;For those from Social Sciences who are interning at BCA, is there really still no group? There are only three weeks left.
2469;0;Seriously asking, what is going on with oil? In my city everything seems normal, there is no chaos or anything.
2470;1;Finally, one company invited me for an interview... after such a long time.
2471;0;Guys, should I buy the shoes I really like, or the ones I feel so-so about but know I will wear often because they are easier to match with my outfits?
2472;0;I am currently forming a work team, in case anyone is interested in joining. It is perfect for those looking to earn some extra money. If anyone wants to join, feel free to comment. Thank you.
2473;2;Wow... I like you, not her. Please be a little more aware, do not be so narrow-minded.
2474;1;I hope what I am thinking does not actually happen.
2475;2;Guys, is it still possible to register for classes? I forgot that there is a subject I have to retake. Now it is already semester 6, do I really have to retake it in semester 8? I am so stressed.
2476;2;I was already stressed working on my midterms, then when I tried to de-stress by playing games, I got scolded by my mom because I kept playing. She said, 'All challenges must be faced.' Yes, but not all at once. How about you focus on your own wedding first before telling others to 'face the challenge.' I know the intention is good, but not every challenge has to be taken on at the same time.
2477;1;Is it wrong to fall for someone who is already in a relationship?
2478;0;Guys, for tomorrow's onsite class, will it be divided or will the whole class attend? For example, yesterday it was hybrid with 20 onsite and 20 online. So tomorrow will it be all 40 onsite or divided into 2 groups?
2479;1;"Good evening, Has anyone here ever had COVID? I want to hear directly from someone who has experienced it. So yesterday after I got home, I suddenly had a fever, sore throat, and a cold (this was on Sunday, the 11th). Then the next morning (Monday, the 12th), my body felt a bit better but I could not taste anything. Everything tasted bland. Drinking water made me feel nauseous, but juice had a taste. Mint candy also had taste. Eating Siomay tasted bland, but I could still taste the peanut sauce. However, I could still smell things. Could this be considered COVID?"""
2480;1;I have this strong urge to pull back again. It always happens when I feel like I am getting too close to someone.
2481;0;Oh, there is another commotion. This is exciting.
2482;1;Sometimes after finishing FEP and ESSE, we drift apart from the FL seniors. We used to meet often in ESSE class, now we rarely do. I still stay close to a few seniors, but why does my own FL senior not stay close with me (even though we live in the same boarding house)? She said she is busy with assignments. Well, we never know how busy someone is. I always wait for the time she is free. I just want to hang out like normal friends, not like senior and junior. 'I miss my senior.' (Unfortunately, she does not follow Sunib.)
2483;0;Guys, for those who have done internships, is there usually a work contract of 3 to 6 months, or is it more flexible?
2484;1;Having a relationship openly is already difficult, let alone having a secret one.
2485;0;I enjoy quarrels like this. Come on, fight again.
2486;0;If I do not get an internship, will I be moved to another track or is there an alternative track?
2487;0;D3333 D3333 D3333
2489;1;Admin... I miss the person who once left a scar in my heart.
2490;1;One night I had dreams with various storylines, but the one thing I remember is that at the end of the dream, I cried and screamed loudly. When I woke up, my chest hurt. Does this mean I have reached the peak of my depression?
2492;1;I went to Jakarta out of boredom with the intention of working a part-time job, but it turns out everything is closed due to PSBB. I need a friend who wants to share ideas about producing or mixing music... Play it now.
2493;1;Please share any webinar information, friends. Thank you very much, it would really help.
2494;2;2 out of 6 final exams are done.
2495;0;Does anyone know a good source for learning algorithms? I find the material from Sunib itself is not enough to solve the quizzes from day to day.
2496;2;When you act too cold and hard to get: people are scared or lazy to approach, or you are just treated like a bet. When you try to lower your ego and stop being cold: you end up being taken advantage of and seen as too easy. When you are too friendly: people take you for granted because you are not challenging and easy to get__ So do not ask why __
2497;1;I just saw my ex kissing someone. Should I just jump off the balcony?
2498;0;Do you prefer Alsut or Kemanggisan, everyone?
2499;1;"Sorry, say whatever you want, call me resentful or anything. But the fact is that I was subtly ""pushed out"" from my own circle with the excuse that I ""did not fit in"", just because I am who I am. I honestly do not know what to do anymore. I really cannot hold it in, I want to talk about it. And if I am not allowed, why are you allowed? Huh?"
2500;1;Still turning my DND light red even though I am on Zoom alone.
2501;1;It feels like a waste to pay tuition fees. All we get are GSLC tasks and assignments. There are even fewer video conferences. It is frustrating.
2502;0;Let us keep the spirit up, there are still two final exams left.
2503;0;Since the 2010 World Cup, nothing has been as exciting.
2504;0;"Where can I get broken glasses repaired around Lippo Karawaci or Gading Serpong? The break is not too bad; it can still be fixed. Any suggestions?"
2505;1;When someone opens up to me, how am I supposed to respond? I can only be a listener, but when it comes to giving advice and all that, I really cannot do it. Haha
2506;1;"A Binus student asked, ""Why was the start of the semester moved earlier?"" SSC immediately went silent and acted blind, refusing to reply. Meanwhile, other chats were being answered. Rest in peace, Sunib haha."
2507;0;For those who did not get accepted through SBMPTN, remember that everyone has their own storyline and role. Keep playing the game, a good ending is waiting for you.
2509;1;Do you want to have beautiful eyelids but your wallet is already empty? Easy, it only takes a week to make your dream come true of having beautiful eyelids, no surgery involved. Just cry regularly for a week, and then your eyelids will form naturally and beautifully. No need for eyelid tape, let alone surgery, because it is expensive.
2510;1;Alright then, maybe next time it will be for me.
2511;2;I am so exhausted, seriously, semester 5 is draining me so badly that my appetite has dropped drastically. I cannot even touch the food in front of me because I feel so nauseous.
2512;1;It started with asking about the material, then about the method, and I already suspected where this was going. Turns out I was right, they asked for the answer. What should I do about this?
2513;0;"Has anyone read this? I am really shocked that the perpetrator is a Hotel Management student from Kemanggisan. https://twitter.com/stillunsilenced/status/1620354005552738304?s=46&t=COBn5gbZxtO2wvyIXHORlw"""
2514;2;To all the girls, if you already have a boyfriend, then say so. Do you think guys are mind-readers who can magically know? When we approach and you respond and give hope, that is just cruel.
2515;2;Please share some tips on how to move on, seniors.
2516;1;Is it okay if I text my crush first? I want to start the conversation, but I am afraid it will seem like I am desperate. But from the way he acts, it seems like he also has feelings for me. So I am confused.
2517;1;Why is my mother always thinking negatively about my boyfriend? It is true that my boyfriend is not from an upper-class family, but my mother always thinks that he is trying to take advantage of my parents' money. Sometimes it makes me sad when my parents talk like that.
2518;0;I have a lot of friends, but I am not really attached to one particular group. Now that I want to go out with someone, I realize I do have many friends. What do you think— is it important to have a close friend circle? Because from what I have seen, friend circles sometimes turn into cliques or exclusive groups.
2519;0;Let us all start submitting the midterm assignments, especially B25, do not wait until the last minute. According to my FM2's story, they had never received assignments before, so maybe they did not know that even if you are late by one second, it will be considered expired. Luckily, now they understand. I hope the others know too. Do not miss the deadline, guys!
2520;0;Enjoy all the ups and downs of college life. We only get three years of being in class together with our friends, crushes, and others. After that, it is enrichment, and we only meet again at graduation. I kind of regret some things— do not mind me.
2521;1;For those of you who go to the gym but have a tight budget for food, it is better to focus on earning money first. Rather than getting tired and still ending up with a bad body shape. I see a lot of people like that in Kemanggisan.
2522;1;For friends at Binus Senayan and Bekasi, do your campuses have auditoriums or rooms that can be used for concert-type events? If so, please let me know. My event could not get the Anggrek auditorium, and the one in Alam Sutera is too small. I want to try borrowing from another Binus region in case they have space.
2523;0;When will LSC start operating again?
2524;0;Was there an earthquake? Did anyone feel it?
2526;0;"░░░░▄░░░░░░▄
░░░▐▒▀▄▄▄▄▀▒▌
░░▄▀▒▒▒▒▒▒▒▒▓▀▄
░▄▀░█░░░░█░░▒▒▒▐
░▌░░░░░░░░░░░▒▒▐
░▌▒░██▒▒░░░░░░░▐
░▌▒░▓▓▒▒▒░░░░░▄▀
░▀▄░▀▀▀▀░░░░▄▀
░░░▀▀▄▄▄▄▄▀▀"
2527;1;GPA is above 3.5 but still not eligible for cum laude. It hurts in a way that cannot be seen.
2528;1;There is always a problem. Right when there are many final projects, my laptop breaks. I am a computer science student and currently living in a boarding house, so I do not have a PC... And my family's financial condition is currently difficult, so I feel reluctant to tell my parents... Thankfully, I had already backed up all my files, so I do not have to redo everything from the beginning.
2529;1;I often feel confused about students from that university, they make fun of our campus by saying it looks like Mangga Dua, but they keep posting pictures of the building and tagging it as Mangga Dua. You do not even know that a neighboring campus looks way more like Mangga Dua, yet they never tag or badmouth their campus. Are they actually proud that their campus looks like Mangga Dua?
2530;2;Hey, if you are given a responsibility, do not run away from it. You are getting older but still have no manners.
2531;1;I swear, you are really cruel.
2532;0;Let us be mutuals on Twitter. I just recently started using Twitter. Drop your Twitter username, and I will follow you later.
2533;1;When is the next schedule for KRS registration?
2534;1;Can I get an internship through divine intervention? I am really afraid I will not get one or will be moved to another track.
2535;1;I have a partner, but it still feels like I am alone.
2536;2;When will you open your eyes to all my efforts? It is obvious that he is not interested in you, yet you still keep chasing him. It would be a different story if he were interested— I would fully support you both. Please open your eyes. There is someone here who really loves you— who brings you food when you are broke and hungry, who stays with you when you are moody, who listens to all your stories and complaints, who supports you when you are trying to become a better person, and so on. But if chasing him makes you happy, then that is okay. I will still be here for you whenever you need a friend.
2537;0;Why is my TikTok filled with capybaras on my For You Page all of a sudden?
2539;1;You are the one writing a thesis, but I am the one who is stressed.
2540;0;Finally done with final exams, thank God.
2541;0;Does anyone know the Instagram of that civil engineering guy from TikTok? Please help.
2542;2;"Class starts at 9:20, but before it even hits 9:20 my mom already starts nagging, ""See, not going to class again, it is already this late, you cannot get in now, wasting expensive tuition..."" This is one of my complaints about online classes. I prefer living in a dorm. I also do not get where her logic comes from— saying ""it is too late to enter"" when it is not even time yet. She is both technologically illiterate and stubborn. I am the one attending college, yet she is the one getting mad. If I enter at 9:50, I am fine with it. But she acts crazy even before 9:20. And when it is GLSC, she asks, ""Do you have class?"" I say, ""No."" She replies, ""What kind of college is this if there is no class every day?"""
2543;0;As someone who has always done everything alone, I just realized that being cared for feels really nice.
2544;2;Loser!
2545;2;I am so annoyed with this one person. They are really clueless. Take the hint, you are not being included.
2546;1;Maybe I seem petty, but I just do not like seeing douchebags who live such smooth, problem-free lives. They do not deserve it.
2547;1;Sometimes we really do need affection from our parents. These days, even a small complaint gets blown out of proportion. If I feel happy about something, they criticize and belittle it. Sigh.
2548;1;I have applied to this company three days ago and still have not received any email. Can I just unapply from them?
2549;0;The exams are over. Time to study for Monday! #LetUsGoSpirit #HelloSemester4
2550;1;I am afraid that my male friends who currently have feelings for me will suddenly drift away once they find out I do not want a relationship. So we were not really friends, huh? That actually hurts.
2551;1;"Hopefully next semester, the PowerPoint slides at Binus can be improved. I hope the quality will match that of a ""world-class"" university, not like these current slides that feel like random summaries slapped together."
2552;2;Suddenly I thought, who would I invite if I get married someday? I only have four friends.
2553;2;It must be nice for those who had the chance to go on a staycation in the middle of all these final project deadlines. Do not leave behind your friends who cannot go because they are busy with assignments.
2554;2;If I got to be honest, I hate you. I hate how you take things. Yeah, I know you tried to be good. I appreciate them. But that doesn't justify the bad things you did. I couldn't say this before because I still held into my feelings. I tried to believe, just like you did. But we were never on the same page. Our views on things are different. But I tried to understand, and I believe you didn't. You only expected me to change while I tried to change. I know I should be the one to have the effort. But what is it if it is never enough? I'm tired. And now, I can finally tell that I hate you.
2555;0;Day 121 of internship. Will this lead directly to a job?
2556;1;When your dream of getting a good GPA Never comes true, well, let it be — Bondan Prakoso
2557;1;Why is that Bimay pop-up survey on the For You Page so annoying? I have been trying to upload to the forum, but it keeps refreshing because of that pop-up.
2558;1;"My parents are impressive, really. They are better at writing a five-paragraph journal in English than reading a five-paragraph message from their child pouring their heart out. Let alone reading it, most likely they would just turn it into a lecture aimed at ""improving"" their child."
2559;1;I wanted to take a photo sitting on the edge of a tall building at Binus, but it is really hard to find a spot for that.
2560;0;Are basic statistics and applied statistics the same? Are we allowed to bring a calculator and have an open book?
2561;1;Guys, I am curious. For those of you in computer science, how much was your final score in the algorithm and programming course? Did you pass or not?
2562;2;So if you have already been accepted for an internship through the Binus app, you are not allowed to reject it? I think the system is rather ridiculous. I do not see any fairness here, especially for students who realize during the interview that the job description is different from what was written. Please, do not let the system make students feel powerless like this. @binusInternship, honestly, you are ridiculous.
2563;2;"No matter how high your degree is, no matter how many certificates you have, they are useless if you cannot help other people. We should be grateful to get a bachelor's degree. At the very least, if your GPA is bad, damn it, then after graduating, help people. Your help will be more useful for society. – ""My High School Teacher"""
2564;2;I felt like I failed the midterm yesterday. There were several questions I could not finish and some I answered randomly. I calculated that I would get around 30 to 40. But when I checked, the lecturer gave me 75. I think the lecturer was just being too kind, maybe they saw how desperate or dumb I looked in my answers and felt sorry for me. Thank you, sir. I really do not want to retake the course, I am already in my fifth semester.
2565;1;It is legally allowed to abuse your abuser as a form of defense and reaction.
2566;2;How do you make friends at campus? I have always been extremely quiet, I cannot even get a single word out. From the beginning of the final year project until now, I still do not have any friends at the campus.
2567;0;Is the health declaration feature still working?
2568;1;Is there anyone who wants to hang out with me for the next week? I am on break and have nothing to do. Jakarta only.
2569;1;To the admin who I think is from B23, the one who uploads on Instagram with a different typeface, where the font looks stretched—please make it consistent with the other admins. It is easier on the eyes to read the regular typeface, and it looks a bit odd seeing something different in the Instagram feed. Thank you.
2570;1;Where can I find a boyfriend?
2571;2;I feel extremely insecure. My fellow interns are all so skilled. I really hope I can absorb some of their skills.
2572;2;How did all of you manage to graduate? I keep repeating classes every year. When do you think I will finally graduate? Someone please help me.
2573;1;My partner asked me to send a topless photo. What should I do? Why is dating like this?
2574;1;Has the schedule already been released? Why have I not received it yet?
2575;1;Run, there is a pick-me girl in Sunken Court.
2576;2;Four wins, four losses. Pushing rank at the beginning of the season really is cursed.
2577;2;Still having problems with apartment neighbors who have no sense of time. Shouting vulgar words, laughing, and speaking loudly at 11 at night—are you even sane? TC 3308 or wherever, please ask your friends to keep it down. This is not just a one or two-day thing, it happens almost every day. Do not act like you are the only one living in this entire building. I am going insane listening to you every night.
2578;2;Excuse me, I would like to ask those in Interactive Multimedia or Database Technology. What are the pros and cons of those two streams? And if someone is not very strong in coding, which stream would be better to choose? Thank you in advance.
2579;0;Please share some good Spotify podcasts. It can be motivational, horror, or anything else.
2580;0;B26 boyfriend from Management with B26 girlfriend from Chinese Literature, yes or no?
2581;1;Is there a Computer Science group? I would like to join.
2582;0;I cannot deny that money is power.
2583;2;@binus if classes are fully onsite, just watch out if I cannot get a seat and a power outlet in the hall to attend my online class right after the onsite class.
2584;0;If a male student with the initials YBH from B19 often goes missing, where should I report it?
2585;2;Please fix the server.
2586;1;GSLC and assignments only gave grades in the 80s at best, midterms at most 85, and only one person got a 90. This is crazy, how are they even going to raise our grades now?
2587;1;I want to attend offline classes again.
2588;1;Hey, you all know that we can download our scores as a PDF, right? On your end, is the cumulative GPA on that PDF the same as the GPA shown on the old Bimay dashboard, or are they different?
2589;2;How do we register for internships? Can we already start now?
2590;0;Is the streaming website Ninegoal legal?
2591;1;With full onsite classes, I will end up wearing the same clothes over and over again.
2592;0;I am no longer a virgin.
2593;1;Are many Wi-Fi networks having issues today?
2594;0;My female friend ended up not staying at my place. Another female friend is willing to take her in. Thank you, God, for providing a solution. And thank you also to my friends who cared and helped me find a solution.
2595;0;Please recommend some Korean hip hop or Korean R&B songs.
2596;2;Indihome is terrible.
2597;2;I hope all of you stay safe. Do not go outside unless it is really necessary. Take care of yourselves. Please also pray that Indonesia remains peaceful and that this situation does not last long. I love you all, Bunisian [removed]3, because if [removed]3 only has two people...
2598;2;I am really unlucky to get the head of the study program as my thesis advisor, and now they have gone on vacation abroad.
2599;2;I entered Binus because I did not get accepted into a public university, and now I tried SBM again and got in. Suddenly, I feel sad about leaving Binus. There are just too many beautiful memories.
2600;1;It hurts when our feelings are rejected by a girl.
2601;1;I want to ask, for those who got the midterm for Web Programming, do we only submit the PDF? Should the project be uploaded to cloud storage like Google Drive or OneDrive?
2602;0;I want to ask, until which semester do we have final projects?
2603;2;I want to do the group assignment for AOL, but it feels like I do not have a group.
2604;1;I am not ready to start commuting between Tangerang and Jakarta tomorrow for my internship, being squeezed in the train and all that. Is anyone else experiencing the same thing?
2605;1;So this is how it feels to be ignored by a best friend since elementary school.
2606;2;Someone I really care about (not in a romantic way) is addicted to debt. I am emotionally exhausted from telling her, but she never changes. She is actually very kind, but I am the only one who sees how this is traumatic. Why does she never want to change? Help, everyone, I do not know what to do anymore. I cannot just leave her because she means a lot to me.
2607;0;On the first day of onsite class, the person sitting behind me fell asleep and snored really loudly.
2608;2;Turns out it was the wrong person.
2609;2;I got sick from being exhausted working on assignments, and yet the assignments keep coming.
2610;2;It is true that as people grow older, most of them do not want to rush into a relationship. Being in a relationship requires money and quite a bit of resources. It is true that money can buy happiness. I have to earn money first.
2611;1;I feel uncomfortable in my current major. Is it complicated to transfer to another major?
2612;2;I have been waiting for Bimay to come back for what feels like forever just to submit an assignment. It is really stressful.
2613;1;Entrepreneurship... the worst subject when it comes to assignments, but it is worth learning.
2614;1;To the person in Alam Sutera whose car was blocked by an Xpander, sorry, it could not be pushed. It was already put in neutral, but I am not sure it could be moved. It still felt heavy earlier. I do not know what was wrong. I finish class at 3 o'clock.
2615;0;Usually, how are onsite final exams conducted? Are we allowed to bring a calculator or a cheatsheet? Which course is that for? Oh yes, if the exam is onsite, does the schedule appear on Bimay? Not on Exambinus?
2616;1;Am I the only one who feels that the older I get, the more I do not care to follow gossip here and there? I just want to live a peaceful life.
2617;1;Happy Halloween! The assignments are really scary, right?
2618;1;Please, if someone from the same major or class tries to approach you romantically, it is better not to continue. Because later on, things can get awkward when you see each other in class.
2620;2;Everyone, please share some diet tips and tricks. I lost weight before, but now I am stuck at 55 kilograms and it is not going down anymore.
2621;1;They keep telling their child to stay at home, but the house itself does not feel like a home.
2622;1;How many times a day is considered a high libido?
2623;2;Damn, the area around Binus Kemanggisan and Syahdan is completely jammed. I regret going to campus in the afternoon like this—it overlaps with the time when students are going home from school.
